Latitude,Longitude,Description,Description_encoded,Weapon,Weapon_encoded,HourBin,HourBin_encoded,Inside/Outside,Inside/Outside_encoded
39.28242,-76.59288,ROBBERY - COMMERCIAL,4,FIREARM,0,Night,3,Inside,0
39.3707,-76.56709,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.28624,-76.64455,ROBBERY - COMMERCIAL,4,OTHER,3,Night,3,Outside,1
39.3034,-76.63842,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30587,-76.67216,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29883,-76.61042,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.3212,-76.53906,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.2881,-76.64888,AGG. ASSAULT,0,KNIFE,2,Morning,2,Outside,1
39.31249,-76.64539,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.31249,-76.64539,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.30038,-76.58101,AGG. ASSAULT,0,OTHER,3,Night,3,Outside,1
39.30128,-76.58385,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.34513,-76.54164,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29765,-76.56099,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.30588,-76.63353,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.3331,-76.54578,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30479,-76.55919,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.31819,-76.61706,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Inside,0
39.35952,-76.58856,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.27905,-76.63523,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.2881,-76.64888,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.32178,-76.56278,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28141,-76.57407,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30423,-76.62992,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.2457,-76.62276,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.3586,-76.69386,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.29735,-76.57302,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30294,-76.63386,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30548,-76.64362,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.32074,-76.56522,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3214,-76.56856,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34553,-76.56367,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31545,-76.68735,ROBBERY - STREET,6,OTHER,3,Evening,1,Outside,1
39.2543,-76.6516,ROBBERY - CARJACKING,3,KNIFE,2,Night,3,Outside,1
39.34306,-76.59479,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29536,-76.64012,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.2991,-76.56033,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.3028,-76.61436,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.31039,-76.60236,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.33616,-76.70622,AGG. ASSAULT,0,KNIFE,2,Morning,2,Inside,0
39.29921,-76.60015,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.28962,-76.65299,ROBBERY - CARJACKING,3,FIREARM,0,Morning,2,Outside,1
39.29164,-76.5605,AGG. ASSAULT,0,KNIFE,2,Morning,2,Inside,0
39.29112,-76.63072,AGG. ASSAULT,0,FIREARM,0,Morning,2,Outside,1
39.29112,-76.63072,AGG. ASSAULT,0,FIREARM,0,Morning,2,Outside,1
39.2932,-76.60817,AGG. ASSAULT,0,HANDS,1,Morning,2,Outside,1
39.30023,-76.57952,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.31497,-76.63843,ROBBERY - RESIDENCE,5,FIREARM,0,Afternoon,0,Inside,0
39.30362,-76.67372,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.32081,-76.62574,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29798,-76.6317,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.28676,-76.56335,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.26879,-76.65109,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.33278,-76.60564,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.34712,-76.60966,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.22768,-76.5988,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.28675,-76.56315,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28622,-76.62239,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.23178,-76.59235,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.29536,-76.64012,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.32464,-76.58837,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.345,-76.5886,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3296,-76.65914,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30675,-76.58838,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.35952,-76.58856,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.28657,-76.611,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.34466,-76.67068,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.22918,-76.6002,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.31424,-76.61675,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.3629,-76.55037,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30533,-76.57418,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.30533,-76.57418,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.26243,-76.6333,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.33171,-76.53373,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.32829,-76.60813,ROBBERY - COMMERCIAL,4,KNIFE,2,Evening,1,Inside,0
39.2919,-76.57016,ROBBERY - STREET,6,OTHER,3,Evening,1,Outside,1
39.2919,-76.57016,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.33096,-76.69447,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.29883,-76.61042,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.35344,-76.56043,ROBBERY - COMMERCIAL,4,FIREARM,0,Night,3,Outside,1
39.33193,-76.54038,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.34578,-76.58619,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.32232,-76.5687,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28184,-76.63,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.23025,-76.60038,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.31283,-76.66243,ROBBERY - RESIDENCE,5,FIREARM,0,Afternoon,0,Inside,0
39.28695,-76.6042,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.29452,-76.57874,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29452,-76.57874,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.29848,-76.655,ROBBERY - RESIDENCE,5,FIREARM,0,Evening,1,Inside,0
39.29731,-76.6206,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.32513,-76.68821,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29878,-76.58321,AGG. ASSAULT,0,HANDS,1,Evening,1,Outside,1
39.30482,-76.58017,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34906,-76.65981,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.34906,-76.65981,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31246,-76.61803,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.34707,-76.65817,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.34707,-76.65817,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.33219,-76.54486,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.35535,-76.5738,ROBBERY - CARJACKING,3,FIREARM,0,Evening,1,Outside,1
39.23824,-76.60069,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.35776,-76.58215,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30677,-76.6549,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.3101,-76.62404,ROBBERY - STREET,6,OTHER,3,Night,3,Outside,1
39.31461,-76.64648,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.31023,-76.58299,AGG. ASSAULT,0,FIREARM,0,Night,3,Inside,0
39.29298,-76.62119,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.26157,-76.66657,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.24344,-76.62641,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29376,-76.6136,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.37086,-76.56494,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29044,-76.59127,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.2867,-76.59147,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.2867,-76.59147,AGG. ASSAULT,0,FIREARM,0,Morning,2,Outside,1
39.28347,-76.64206,ROBBERY - RESIDENCE,5,OTHER,3,Morning,2,Inside,0
39.28891,-76.56921,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.29896,-76.64023,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.27515,-76.62403,ROBBERY - COMMERCIAL,4,OTHER,3,Afternoon,0,Inside,0
39.30173,-76.59782,ROBBERY - STREET,6,OTHER,3,Afternoon,0,Outside,1
39.23696,-76.60848,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.23696,-76.60848,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.29406,-76.61823,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.28446,-76.59631,ROBBERY - COMMERCIAL,4,FIREARM,0,Afternoon,0,Inside,0
39.28838,-76.64145,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.31149,-76.60888,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.3059,-76.66734,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.3015,-76.60354,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.34537,-76.59506,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30878,-76.62557,ROBBERY - COMMERCIAL,4,FIREARM,0,Afternoon,0,Inside,0
39.34021,-76.59093,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.27983,-76.66656,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.29768,-76.58786,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31148,-76.58453,AGG. ASSAULT,0,HANDS,1,Evening,1,Outside,1
39.32207,-76.56944,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.3055,-76.64062,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.32027,-76.67559,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.32027,-76.67559,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.32027,-76.67559,AGG. ASSAULT,0,FIREARM,0,Evening,1,Inside,0
39.23458,-76.59662,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31089,-76.63438,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.29529,-76.59129,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.29529,-76.59129,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.31645,-76.61687,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.33141,-76.55873,AGG. ASSAULT,0,HANDS,1,Evening,1,Inside,0
39.30602,-76.63203,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.30895,-76.6551,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.30515,-76.66813,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29104,-76.63825,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28511,-76.6486,COMMON ASSAULT,1,HANDS,1,Morning,2,Outside,1
39.3255,-76.60618,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28505,-76.63861,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29106,-76.63245,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.31665,-76.59543,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.28633,-76.64374,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.30287,-76.66721,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.25555,-76.64276,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.25555,-76.64276,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.28862,-76.63674,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.35448,-76.66237,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.35426,-76.59933,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.26703,-76.65112,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.31592,-76.57672,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.31279,-76.62968,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.27871,-76.66349,ROBBERY - STREET,6,OTHER,3,Evening,1,Outside,1
39.36474,-76.58482,ROBBERY - CARJACKING,3,OTHER,3,Evening,1,Inside,0
39.28527,-76.6451,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.32215,-76.60946,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.2987,-76.58651,AGG. ASSAULT,0,OTHER,3,Morning,2,Outside,1
39.3108,-76.65106,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30145,-76.58108,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.28066,-76.63538,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.31582,-76.6292,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.30384,-76.57934,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.34643,-76.6708,ROBBERY - STREET,6,KNIFE,2,Night,3,Outside,1
39.28862,-76.63674,ROBBERY - STREET,6,KNIFE,2,Night,3,Outside,1
39.27931,-76.63643,AGG. ASSAULT,0,KNIFE,2,Night,3,Outside,1
39.32589,-76.67059,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.32884,-76.66919,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.32928,-76.67753,ROBBERY - STREET,6,OTHER,3,Morning,2,Outside,1
39.3329,-76.67022,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.3329,-76.67022,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.30495,-76.5882,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.30495,-76.5882,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.29348,-76.57772,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.29348,-76.57772,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.35022,-76.68925,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.36647,-76.6196,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.33699,-76.6682,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29545,-76.57344,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.2935,-76.69266,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Inside,0
39.30416,-76.6261,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.35084,-76.6725,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.3,-76.57898,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28646,-76.59349,AGG. ASSAULT,0,HANDS,1,Evening,1,Outside,1
39.27293,-76.67423,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31868,-76.65399,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.32854,-76.60847,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29901,-76.64023,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.27884,-76.54266,ROBBERY - STREET,6,OTHER,3,Evening,1,Outside,1
39.29734,-76.68142,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
41.57005,-76.59811,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.30258,-76.61154,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.293,-76.57006,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29217,-76.58749,ROBBERY - STREET,6,FIREARM,0,Evening,1,Inside,0
39.33076,-76.5432,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.28973,-76.60963,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34927,-76.53685,ROBBERY - COMMERCIAL,4,KNIFE,2,Evening,1,Outside,1
39.29718,-76.66333,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.28416,-76.64674,AGG. ASSAULT,0,OTHER,3,Evening,1,Outside,1
39.28654,-76.59449,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.33985,-76.66074,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29621,-76.63088,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.32737,-76.56543,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.32774,-76.65943,AGG. ASSAULT,0,FIREARM,0,Night,3,Outside,1
39.2939,-76.62131,ROBBERY - CARJACKING,3,FIREARM,0,Night,3,Outside,1
39.27582,-76.61372,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.27408,-76.62769,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.29195,-76.58475,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.28623,-76.62092,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.28973,-76.61022,ROBBERY - STREET,6,OTHER,3,Night,3,Outside,1
39.32084,-76.69837,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.3243,-76.60808,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.33173,-76.66378,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.35002,-76.60748,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.31943,-76.57076,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.34177,-76.65974,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.27283,-76.62958,RAPE,2,OTHER,3,Afternoon,0,Outside,1
39.30542,-76.59373,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28093,-76.67228,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.28842,-76.59944,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Outside,1
39.34685,-76.67502,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.30941,-76.62907,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.2508,-76.63091,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29768,-76.60184,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.29152,-76.56495,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.30725,-76.5996,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.35023,-76.60974,ROBBERY - CARJACKING,3,FIREARM,0,Afternoon,0,Inside,0
39.23774,-76.60288,AGG. ASSAULT,0,HANDS,1,Afternoon,0,Outside,1
39.28828,-76.57012,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.30862,-76.56003,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.29394,-76.62124,ROBBERY - CARJACKING,3,KNIFE,2,Evening,1,Outside,1
39.32601,-76.59357,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.32601,-76.59357,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31699,-76.63392,AGG. ASSAULT,0,KNIFE,2,Evening,1,Outside,1
39.27984,-76.6241,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.26453,-76.65479,ROBBERY - COMMERCIAL,4,FIREARM,0,Evening,1,Inside,0
39.28162,-76.63794,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31428,-76.68014,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28162,-76.63794,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.28162,-76.63794,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.29125,-76.56937,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.27408,-76.62769,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.23726,-76.6054,AGG. ASSAULT,0,FIREARM,0,Evening,1,Outside,1
39.29176,-76.55985,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.28792,-76.58717,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.28792,-76.58717,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.29098,-76.59315,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31117,-76.61656,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.31133,-76.61661,ROBBERY - STREET,6,KNIFE,2,Evening,1,Outside,1
39.29669,-76.62012,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.31529,-76.67307,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.32,-76.59553,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.29419,-76.57487,AGG. ASSAULT,0,KNIFE,2,Evening,1,Inside,0
39.28954,-76.61533,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.29056,-76.64803,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.28862,-76.6095,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.30432,-76.67226,AGG. ASSAULT,0,OTHER,3,Evening,1,Inside,0
39.29732,-76.58365,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.33782,-76.66144,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.31889,-76.5987,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.2898,-76.5732,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.28174,-76.61279,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.34495,-76.59712,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.33639,-76.63794,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.30727,-76.6299,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.32731,-76.60945,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.28146,-76.59407,COMMON ASSAULT,1,HANDS,1,Night,3,Inside,0
39.28857,-76.56664,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.30176,-76.68552,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.33724,-76.60407,AGG. ASSAULT,0,HANDS,1,Night,3,Inside,0
39.28935,-76.61941,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.29119,-76.614,ROBBERY - STREET,6,FIREARM,0,Night,3,Outside,1
39.28358,-76.53249,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.33271,-76.6355,COMMON ASSAULT,1,HANDS,1,Night,3,Outside,1
39.34242,-76.66235,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.29187,-76.65153,AGG. ASSAULT,0,KNIFE,2,Morning,2,Inside,0
39.33431,-76.68187,COMMON ASSAULT,1,HANDS,1,Morning,2,Inside,0
39.31398,-76.61257,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.29491,-76.64127,AGG. ASSAULT,0,OTHER,3,Morning,2,Inside,0
39.31544,-76.61269,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.31544,-76.61269,ROBBERY - STREET,6,FIREARM,0,Morning,2,Outside,1
39.298,-76.62785,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.2945,-76.66501,ROBBERY - STREET,6,KNIFE,2,Afternoon,0,Outside,1
39.298,-76.62785,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
39.3098,-76.57309,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Outside,1
39.25137,-76.61498,AGG. ASSAULT,0,OTHER,3,Afternoon,0,Outside,1
39.34405,-76.67684,AGG. ASSAULT,0,KNIFE,2,Afternoon,0,Inside,0
39.33231,-76.66372,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Inside,0
39.33231,-76.66372,AGG. ASSAULT,0,FIREARM,0,Afternoon,0,Inside,0
39.32755,-76.68246,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.34445,-76.68562,ROBBERY - CARJACKING,3,FIREARM,0,Afternoon,0,Outside,1
39.296,-76.66504,ROBBERY - COMMERCIAL,4,FIREARM,0,Afternoon,0,Inside,0
39.3133,-76.64624,ROBBERY - STREET,6,FIREARM,0,Afternoon,0,Outside,1
39.27408,-76.62769,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Inside,0
39.35885,-76.67769,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.27432,-76.53624,COMMON ASSAULT,1,HANDS,1,Evening,1,Outside,1
39.31946,-76.56268,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.36662,-76.65175,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.26682,-76.64945,ROBBERY - STREET,6,FIREARM,0,Evening,1,Outside,1
39.22788,-76.5995,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.32923,-76.68887,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.31026,-76.63854,ROBBERY - CARJACKING,3,FIREARM,0,Evening,1,Outside,1
39.32829,-76.60928,ROBBERY - COMMERCIAL,4,OTHER,3,Evening,1,Inside,0
39.31196,-76.59922,COMMON ASSAULT,1,HANDS,1,Evening,1,Inside,0
39.28154,-76.59068,COMMON ASSAULT,1,HANDS,1,Afternoon,0,Outside,1
